O*NET-SOC Code,Element ID,Element Name,Scale ID,Data Value,Title
19-3093.00,2.B.3.m,Quality Control Analysis,IM,1.62,Historians
19-3093.00,2.B.4.e,Judgment and Decision Making,IM,3.12,Historians
19-3093.00,2.B.4.g,Systems Analysis,IM,2.25,Historians
19-3093.00,2.B.4.h,Systems Evaluation,IM,2.25,Historians
19-3093.00,2.B.5.a,Time Management,IM,2.88,Historians
19-3093.00,2.B.5.b,Management of Financial Resources,IM,1.62,Historians
19-3093.00,2.B.5.c,Management of Material Resources,IM,1.75,Historians
19-3093.00,2.B.5.d,Management of Personnel Resources,IM,2.50,Historians
19-3094.00,2.A.1.a,Reading Comprehension,IM,4.25,Political Scientists
19-3094.00,2.A.1.b,Active Listening,IM,4.12,Political Scientists
19-3094.00,2.A.1.c,Writing,IM,4.00,Political Scientists
19-3094.00,2.A.1.d,Speaking,IM,4.12,Political Scientists
19-3094.00,2.A.1.e,Mathematics,IM,3.00,Political Scientists
19-3094.00,2.A.1.f,Science,IM,2.62,Political Scientists
19-3094.00,2.A.2.a,Critical Thinking,IM,4.00,Political Scientists
19-3094.00,2.A.2.b,Active Learning,IM,4.12,Political Scientists
19-3094.00,2.A.2.c,Learning Strategies,IM,3.50,Political Scientists
19-3094.00,2.A.2.d,Monitoring,IM,2.88,Political Scientists
19-3094.00,2.B.1.a,Social Perceptiveness,IM,3.75,Political Scientists
19-3094.00,2.B.1.b,Coordination,IM,3.00,Political Scientists
19-3094.00,2.B.1.c,Persuasion,IM,2.88,Political Scientists
19-3094.00,2.B.1.d,Negotiation,IM,2.75,Political Scientists
19-3094.00,2.B.1.e,Instructing,IM,3.50,Political Scientists
19-3094.00,2.B.1.f,Service Orientation,IM,3.00,Political Scientists
19-3094.00,2.B.2.i,Complex Problem Solving,IM,3.62,Political Scientists
19-3094.00,2.B.3.a,Operations Analysis,IM,2.50,Political Scientists
19-3094.00,2.B.3.b,Technology Design,IM,1.50,Political Scientists
19-3094.00,2.B.3.c,Equipment Selection,IM,1.00,Political Scientists
19-3094.00,2.B.3.d,Installation,IM,1.00,Political Scientists
19-3094.00,2.B.3.e,Programming,IM,1.50,Political Scientists
19-3094.00,2.B.3.g,Operations Monitoring,IM,1.38,Political Scientists
19-3094.00,2.B.3.h,Operation and Control,IM,1.00,Political Scientists
19-3094.00,2.B.3.j,Equipment Maintenance,IM,1.00,Political Scientists
19-3094.00,2.B.3.k,Troubleshooting,IM,1.00,Political Scientists
19-3094.00,2.B.3.l,Repairing,IM,1.00,Political Scientists
19-3094.00,2.B.3.m,Quality Control Analysis,IM,1.38,Political Scientists
19-3094.00,2.B.4.e,Judgment and Decision Making,IM,3.62,Political Scientists
19-3094.00,2.B.4.g,Systems Analysis,IM,3.00,Political Scientists
19-3094.00,2.B.4.h,Systems Evaluation,IM,3.12,Political Scientists
19-3094.00,2.B.5.a,Time Management,IM,2.88,Political Scientists
19-3094.00,2.B.5.b,Management of Financial Resources,IM,1.62,Political Scientists
19-3094.00,2.B.5.c,Management of Material Resources,IM,1.62,Political Scientists
19-3094.00,2.B.5.d,Management of Personnel Resources,IM,2.12,Political Scientists
19-3099.01,2.A.1.a,Reading Comprehension,IM,4.00,Transportation Planners
19-3099.01,2.A.1.b,Active Listening,IM,4.00,Transportation Planners
19-3099.01,2.A.1.c,Writing,IM,4.00,Transportation Planners
19-3099.01,2.A.1.d,Speaking,IM,4.00,Transportation Planners
19-3099.01,2.A.1.e,Mathematics,IM,3.38,Transportation Planners
19-3099.01,2.A.1.f,Science,IM,2.38,Transportation Planners
19-3099.01,2.A.2.a,Critical Thinking,IM,4.00,Transportation Planners
19-3099.01,2.A.2.b,Active Learning,IM,3.75,Transportation Planners
19-3099.01,2.A.2.c,Learning Strategies,IM,3.00,Transportation Planners
19-3099.01,2.A.2.d,Monitoring,IM,3.12,Transportation Planners
19-3099.01,2.B.1.a,Social Perceptiveness,IM,3.00,Transportation Planners
19-3099.01,2.B.1.b,Coordination,IM,3.62,Transportation Planners
19-3099.01,2.B.1.c,Persuasion,IM,3.00,Transportation Planners
19-3099.01,2.B.1.d,Negotiation,IM,3.00,Transportation Planners
19-3099.01,2.B.1.e,Instructing,IM,2.88,Transportation Planners
19-3099.01,2.B.1.f,Service Orientation,IM,3.00,Transportation Planners
19-3099.01,2.B.2.i,Complex Problem Solving,IM,4.00,Transportation Planners
19-3099.01,2.B.3.a,Operations Analysis,IM,3.25,Transportation Planners
19-3099.01,2.B.3.b,Technology Design,IM,1.62,Transportation Planners
19-3099.01,2.B.3.c,Equipment Selection,IM,1.12,Transportation Planners
19-3099.01,2.B.3.d,Installation,IM,1.00,Transportation Planners
19-3099.01,2.B.3.e,Programming,IM,2.25,Transportation Planners
19-3099.01,2.B.3.g,Operations Monitoring,IM,1.88,Transportation Planners
19-3099.01,2.B.3.h,Operation and Control,IM,1.62,Transportation Planners
19-3099.01,2.B.3.j,Equipment Maintenance,IM,1.00,Transportation Planners
19-3099.01,2.B.3.k,Troubleshooting,IM,1.00,Transportation Planners
19-3099.01,2.B.3.l,Repairing,IM,1.00,Transportation Planners
19-3099.01,2.B.3.m,Quality Control Analysis,IM,1.50,Transportation Planners
19-3099.01,2.B.4.e,Judgment and Decision Making,IM,3.88,Transportation Planners
19-3099.01,2.B.4.g,Systems Analysis,IM,3.50,Transportation Planners
19-3099.01,2.B.4.h,Systems Evaluation,IM,3.75,Transportation Planners
19-3099.01,2.B.5.a,Time Management,IM,3.25,Transportation Planners
19-3099.01,2.B.5.b,Management of Financial Resources,IM,2.12,Transportation Planners
19-3099.01,2.B.5.c,Management of Material Resources,IM,2.38,Transportation Planners
19-3099.01,2.B.5.d,Management of Personnel Resources,IM,2.75,Transportation Planners
19-4012.00,2.A.1.a,Reading Comprehension,IM,3.38,Agricultural Technicians
19-4012.00,2.A.1.b,Active Listening,IM,3.25,Agricultural Technicians
19-4012.00,2.A.1.c,Writing,IM,3.12,Agricultural Technicians
19-4012.00,2.A.1.d,Speaking,IM,3.00,Agricultural Technicians
19-4012.00,2.A.1.e,Mathematics,IM,2.88,Agricultural Technicians
19-4012.00,2.A.1.f,Science,IM,2.75,Agricultural Technicians
19-4012.00,2.A.2.a,Critical Thinking,IM,3.25,Agricultural Technicians
19-4012.00,2.A.2.b,Active Learning,IM,3.12,Agricultural Technicians
19-4012.00,2.A.2.c,Learning Strategies,IM,2.88,Agricultural Technicians
19-4012.00,2.A.2.d,Monitoring,IM,3.12,Agricultural Technicians
19-4012.00,2.B.1.a,Social Perceptiveness,IM,2.88,Agricultural Technicians
19-4012.00,2.B.1.b,Coordination,IM,3.00,Agricultural Technicians
19-4012.00,2.B.1.c,Persuasion,IM,2.50,Agricultural Technicians
19-4012.00,2.B.1.d,Negotiation,IM,2.50,Agricultural Technicians
19-4012.00,2.B.1.e,Instructing,IM,3.00,Agricultural Technicians
19-4012.00,2.B.1.f,Service Orientation,IM,2.62,Agricultural Technicians
19-4012.00,2.B.2.i,Complex Problem Solving,IM,2.88,Agricultural Technicians
19-4012.00,2.B.3.a,Operations Analysis,IM,1.25,Agricultural Technicians
19-4012.00,2.B.3.b,Technology Design,IM,1.50,Agricultural Technicians
19-4012.00,2.B.3.c,Equipment Selection,IM,2.00,Agricultural Technicians
19-4012.00,2.B.3.d,Installation,IM,1.00,Agricultural Technicians
19-4012.00,2.B.3.e,Programming,IM,1.38,Agricultural Technicians
19-4012.00,2.B.3.g,Operations Monitoring,IM,3.00,Agricultural Technicians
19-4012.00,2.B.3.h,Operation and Control,IM,2.75,Agricultural Technicians
19-4012.00,2.B.3.j,Equipment Maintenance,IM,2.00,Agricultural Technicians
19-4012.00,2.B.3.k,Troubleshooting,IM,2.12,Agricultural Technicians
19-4012.00,2.B.3.l,Repairing,IM,2.12,Agricultural Technicians
19-4012.00,2.B.3.m,Quality Control Analysis,IM,2.00,Agricultural Technicians
19-4012.00,2.B.4.e,Judgment and Decision Making,IM,3.12,Agricultural Technicians
19-4012.00,2.B.4.g,Systems Analysis,IM,2.62,Agricultural Technicians
19-4012.00,2.B.4.h,Systems Evaluation,IM,2.50,Agricultural Technicians
19-4012.00,2.B.5.a,Time Management,IM,3.00,Agricultural Technicians
19-4012.00,2.B.5.b,Management of Financial Resources,IM,1.88,Agricultural Technicians
19-4012.00,2.B.5.c,Management of Material Resources,IM,2.00,Agricultural Technicians
19-4012.00,2.B.5.d,Management of Personnel Resources,IM,2.75,Agricultural Technicians
19-4012.01,2.A.1.a,Reading Comprehension,IM,3.88,Precision Agriculture Technicians
19-4012.01,2.A.1.b,Active Listening,IM,3.75,Precision Agriculture Technicians
19-4012.01,2.A.1.c,Writing,IM,3.50,Precision Agriculture Technicians
19-4012.01,2.A.1.d,Speaking,IM,3.75,Precision Agriculture Technicians
19-4012.01,2.A.1.e,Mathematics,IM,3.25,Precision Agriculture Technicians
19-4012.01,2.A.1.f,Science,IM,2.88,Precision Agriculture Technicians
19-4012.01,2.A.2.a,Critical Thinking,IM,3.75,Precision Agriculture Technicians
19-4012.01,2.A.2.b,Active Learning,IM,3.38,Precision Agriculture Technicians
19-4012.01,2.A.2.c,Learning Strategies,IM,3.00,Precision Agriculture Technicians
19-4012.01,2.A.2.d,Monitoring,IM,3.25,Precision Agriculture Technicians
19-4012.01,2.B.1.a,Social Perceptiveness,IM,2.75,Precision Agriculture Technicians
19-4012.01,2.B.1.b,Coordination,IM,3.00,Precision Agriculture Technicians
19-4012.01,2.B.1.c,Persuasion,IM,2.75,Precision Agriculture Technicians
19-4012.01,2.B.1.d,Negotiation,IM,2.62,Precision Agriculture Technicians
19-4012.01,2.B.1.e,Instructing,IM,2.75,Precision Agriculture Technicians
19-4012.01,2.B.1.f,Service Orientation,IM,2.75,Precision Agriculture Technicians
19-4012.01,2.B.2.i,Complex Problem Solving,IM,3.38,Precision Agriculture Technicians
19-4012.01,2.B.3.a,Operations Analysis,IM,2.88,Precision Agriculture Technicians
19-4012.01,2.B.3.b,Technology Design,IM,1.62,Precision Agriculture Technicians
19-4012.01,2.B.3.c,Equipment Selection,IM,2.12,Precision Agriculture Technicians
19-4012.01,2.B.3.d,Installation,IM,1.88,Precision Agriculture Technicians
19-4012.01,2.B.3.e,Programming,IM,2.38,Precision Agriculture Technicians
19-4012.01,2.B.3.g,Operations Monitoring,IM,2.88,Precision Agriculture Technicians
19-4012.01,2.B.3.h,Operation and Control,IM,2.88,Precision Agriculture Technicians
19-4012.01,2.B.3.j,Equipment Maintenance,IM,2.50,Precision Agriculture Technicians
19-4012.01,2.B.3.k,Troubleshooting,IM,2.62,Precision Agriculture Technicians
19-4012.01,2.B.3.l,Repairing,IM,2.38,Precision Agriculture Technicians
19-4012.01,2.B.3.m,Quality Control Analysis,IM,2.62,Precision Agriculture Technicians
19-4012.01,2.B.4.e,Judgment and Decision Making,IM,3.25,Precision Agriculture Technicians
19-4012.01,2.B.4.g,Systems Analysis,IM,3.12,Precision Agriculture Technicians
19-4012.01,2.B.4.h,Systems Evaluation,IM,3.12,Precision Agriculture Technicians
19-4012.01,2.B.5.a,Time Management,IM,3.00,Precision Agriculture Technicians
19-4012.01,2.B.5.b,Management of Financial Resources,IM,1.75,Precision Agriculture Technicians
19-4012.01,2.B.5.c,Management of Material Resources,IM,1.88,Precision Agriculture Technicians
19-4012.01,2.B.5.d,Management of Personnel Resources,IM,2.25,Precision Agriculture Technicians
19-4013.00,2.A.1.a,Reading Comprehension,IM,3.75,Food Science Technicians
19-4013.00,2.A.1.b,Active Listening,IM,3.50,Food Science Technicians
19-4013.00,2.A.1.c,Writing,IM,3.50,Food Science Technicians
19-4013.00,2.A.1.d,Speaking,IM,3.50,Food Science Technicians
19-4013.00,2.A.1.e,Mathematics,IM,2.75,Food Science Technicians
19-4013.00,2.A.1.f,Science,IM,3.25,Food Science Technicians
19-4013.00,2.A.2.a,Critical Thinking,IM,3.25,Food Science Technicians
19-4013.00,2.A.2.b,Active Learning,IM,3.00,Food Science Technicians
19-4013.00,2.A.2.c,Learning Strategies,IM,2.88,Food Science Technicians
19-4013.00,2.A.2.d,Monitoring,IM,3.12,Food Science Technicians
19-4013.00,2.B.1.a,Social Perceptiveness,IM,2.88,Food Science Technicians
19-4013.00,2.B.1.b,Coordination,IM,3.12,Food Science Technicians
19-4013.00,2.B.1.c,Persuasion,IM,2.00,Food Science Technicians
19-4013.00,2.B.1.d,Negotiation,IM,2.00,Food Science Technicians
19-4013.00,2.B.1.e,Instructing,IM,3.00,Food Science Technicians
19-4013.00,2.B.1.f,Service Orientation,IM,2.25,Food Science Technicians
19-4013.00,2.B.2.i,Complex Problem Solving,IM,3.12,Food Science Technicians
19-4013.00,2.B.3.a,Operations Analysis,IM,1.38,Food Science Technicians
19-4013.00,2.B.3.b,Technology Design,IM,1.38,Food Science Technicians
19-4013.00,2.B.3.c,Equipment Selection,IM,1.62,Food Science Technicians
19-4013.00,2.B.3.d,Installation,IM,1.00,Food Science Technicians
19-4013.00,2.B.3.e,Programming,IM,1.38,Food Science Technicians
19-4013.00,2.B.3.g,Operations Monitoring,IM,2.75,Food Science Technicians
19-4013.00,2.B.3.h,Operation and Control,IM,2.12,Food Science Technicians
19-4013.00,2.B.3.j,Equipment Maintenance,IM,2.00,Food Science Technicians
19-4013.00,2.B.3.k,Troubleshooting,IM,2.12,Food Science Technicians
19-4013.00,2.B.3.l,Repairing,IM,1.75,Food Science Technicians
19-4013.00,2.B.3.m,Quality Control Analysis,IM,3.12,Food Science Technicians
19-4013.00,2.B.4.e,Judgment and Decision Making,IM,3.00,Food Science Technicians
19-4013.00,2.B.4.g,Systems Analysis,IM,2.25,Food Science Technicians
19-4013.00,2.B.4.h,Systems Evaluation,IM,2.38,Food Science Technicians
19-4013.00,2.B.5.a,Time Management,IM,3.00,Food Science Technicians
19-4013.00,2.B.5.b,Management of Financial Resources,IM,1.50,Food Science Technicians
19-4013.00,2.B.5.c,Management of Material Resources,IM,2.00,Food Science Technicians
19-4013.00,2.B.5.d,Management of Personnel Resources,IM,2.62,Food Science Technicians
19-4021.00,2.A.1.a,Reading Comprehension,IM,4.00,Biological Technicians
19-4021.00,2.A.1.b,Active Listening,IM,3.75,Biological Technicians
19-4021.00,2.A.1.c,Writing,IM,3.38,Biological Technicians
19-4021.00,2.A.1.d,Speaking,IM,3.25,Biological Technicians
19-4021.00,2.A.1.e,Mathematics,IM,3.00,Biological Technicians
19-4021.00,2.A.1.f,Science,IM,3.75,Biological Technicians
19-4021.00,2.A.2.a,Critical Thinking,IM,3.88,Biological Technicians
19-4021.00,2.A.2.b,Active Learning,IM,3.50,Biological Technicians
19-4021.00,2.A.2.c,Learning Strategies,IM,2.88,Biological Technicians
19-4021.00,2.A.2.d,Monitoring,IM,3.25,Biological Technicians
19-4021.00,2.B.1.a,Social Perceptiveness,IM,2.75,Biological Technicians
19-4021.00,2.B.1.b,Coordination,IM,2.75,Biological Technicians
19-4021.00,2.B.1.c,Persuasion,IM,2.00,Biological Technicians
19-4021.00,2.B.1.d,Negotiation,IM,1.88,Biological Technicians
19-4021.00,2.B.1.e,Instructing,IM,2.38,Biological Technicians
19-4021.00,2.B.1.f,Service Orientation,IM,2.25,Biological Technicians
19-4021.00,2.B.2.i,Complex Problem Solving,IM,3.25,Biological Technicians
19-4021.00,2.B.3.a,Operations Analysis,IM,1.88,Biological Technicians
19-4021.00,2.B.3.b,Technology Design,IM,1.88,Biological Technicians
19-4021.00,2.B.3.c,Equipment Selection,IM,1.88,Biological Technicians
19-4021.00,2.B.3.d,Installation,IM,1.00,Biological Technicians
19-4021.00,2.B.3.e,Programming,IM,1.88,Biological Technicians
19-4021.00,2.B.3.g,Operations Monitoring,IM,3.00,Biological Technicians
19-4021.00,2.B.3.h,Operation and Control,IM,2.62,Biological Technicians
19-4021.00,2.B.3.j,Equipment Maintenance,IM,2.12,Biological Technicians
19-4021.00,2.B.3.k,Troubleshooting,IM,2.62,Biological Technicians
19-4021.00,2.B.3.l,Repairing,IM,1.75,Biological Technicians
19-4021.00,2.B.3.m,Quality Control Analysis,IM,2.88,Biological Technicians
19-4021.00,2.B.4.e,Judgment and Decision Making,IM,3.12,Biological Technicians
19-4021.00,2.B.4.g,Systems Analysis,IM,3.00,Biological Technicians
19-4021.00,2.B.4.h,Systems Evaluation,IM,2.75,Biological Technicians
19-4021.00,2.B.5.a,Time Management,IM,2.88,Biological Technicians
19-4021.00,2.B.5.b,Management of Financial Resources,IM,1.88,Biological Technicians
19-4021.00,2.B.5.c,Management of Material Resources,IM,2.25,Biological Technicians
19-4021.00,2.B.5.d,Management of Personnel Resources,IM,2.12,Biological Technicians
19-4031.00,2.A.1.a,Reading Comprehension,IM,4.00,Chemical Technicians
19-4031.00,2.A.1.b,Active Listening,IM,3.88,Chemical Technicians
19-4031.00,2.A.1.c,Writing,IM,3.88,Chemical Technicians
19-4031.00,2.A.1.d,Speaking,IM,3.38,Chemical Technicians
19-4031.00,2.A.1.e,Mathematics,IM,3.00,Chemical Technicians
19-4031.00,2.A.1.f,Science,IM,4.12,Chemical Technicians
19-4031.00,2.A.2.a,Critical Thinking,IM,4.00,Chemical Technicians
19-4031.00,2.A.2.b,Active Learning,IM,3.38,Chemical Technicians
19-4031.00,2.A.2.c,Learning Strategies,IM,3.12,Chemical Technicians
19-4031.00,2.A.2.d,Monitoring,IM,3.88,Chemical Technicians
19-4031.00,2.B.1.a,Social Perceptiveness,IM,2.88,Chemical Technicians
19-4031.00,2.B.1.b,Coordination,IM,3.00,Chemical Technicians
19-4031.00,2.B.1.c,Persuasion,IM,2.62,Chemical Technicians
19-4031.00,2.B.1.d,Negotiation,IM,2.62,Chemical Technicians
19-4031.00,2.B.1.e,Instructing,IM,3.00,Chemical Technicians
19-4031.00,2.B.1.f,Service Orientation,IM,2.75,Chemical Technicians
19-4031.00,2.B.2.i,Complex Problem Solving,IM,3.12,Chemical Technicians
19-4031.00,2.B.3.a,Operations Analysis,IM,2.50,Chemical Technicians
19-4031.00,2.B.3.b,Technology Design,IM,2.00,Chemical Technicians
19-4031.00,2.B.3.c,Equipment Selection,IM,2.75,Chemical Technicians
19-4031.00,2.B.3.d,Installation,IM,1.00,Chemical Technicians
19-4031.00,2.B.3.e,Programming,IM,1.50,Chemical Technicians
19-4031.00,2.B.3.g,Operations Monitoring,IM,3.25,Chemical Technicians
19-4031.00,2.B.3.h,Operation and Control,IM,3.00,Chemical Technicians
19-4031.00,2.B.3.j,Equipment Maintenance,IM,2.88,Chemical Technicians
19-4031.00,2.B.3.k,Troubleshooting,IM,2.88,Chemical Technicians
19-4031.00,2.B.3.l,Repairing,IM,2.75,Chemical Technicians
19-4031.00,2.B.3.m,Quality Control Analysis,IM,3.12,Chemical Technicians
19-4031.00,2.B.4.e,Judgment and Decision Making,IM,3.12,Chemical Technicians
19-4031.00,2.B.4.g,Systems Analysis,IM,3.00,Chemical Technicians
19-4031.00,2.B.4.h,Systems Evaluation,IM,3.12,Chemical Technicians
19-4031.00,2.B.5.a,Time Management,IM,3.12,Chemical Technicians
19-4031.00,2.B.5.b,Management of Financial Resources,IM,1.75,Chemical Technicians
19-4031.00,2.B.5.c,Management of Material Resources,IM,2.25,Chemical Technicians
19-4031.00,2.B.5.d,Management of Personnel Resources,IM,2.50,Chemical Technicians
19-4042.00,2.A.1.a,Reading Comprehension,IM,4.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.1.b,Active Listening,IM,3.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.1.c,Writing,IM,3.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.1.d,Speaking,IM,3.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.1.e,Mathematics,IM,3.12,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.1.f,Science,IM,3.38,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.2.a,Critical Thinking,IM,3.75,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.2.b,Active Learning,IM,3.12,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.2.c,Learning Strategies,IM,3.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.A.2.d,Monitoring,IM,3.38,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.1.a,Social Perceptiveness,IM,3.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.1.b,Coordination,IM,3.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.1.c,Persuasion,IM,2.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.1.d,Negotiation,IM,2.75,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.1.e,Instructing,IM,2.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.1.f,Service Orientation,IM,3.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.2.i,Complex Problem Solving,IM,3.25,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.a,Operations Analysis,IM,2.62,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.b,Technology Design,IM,1.50,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.c,Equipment Selection,IM,1.75,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.d,Installation,IM,1.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.e,Programming,IM,1.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.g,Operations Monitoring,IM,3.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.h,Operation and Control,IM,2.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.j,Equipment Maintenance,IM,1.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.k,Troubleshooting,IM,2.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.l,Repairing,IM,1.75,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.3.m,Quality Control Analysis,IM,2.75,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.4.e,Judgment and Decision Making,IM,3.25,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.4.g,Systems Analysis,IM,3.12,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.4.h,Systems Evaluation,IM,3.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.5.a,Time Management,IM,3.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.5.b,Management of Financial Resources,IM,1.88,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.5.c,Management of Material Resources,IM,2.00,"Environmental Science and Protection Technicians, Including Health"
19-4042.00,2.B.5.d,Management of Personnel Resources,IM,2.38,"Environmental Science and Protection Technicians, Including Health"
19-4043.00,2.A.1.a,Reading Comprehension,IM,3.75,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.1.b,Active Listening,IM,3.12,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.1.c,Writing,IM,3.25,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.1.d,Speaking,IM,3.00,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.1.e,Mathematics,IM,2.75,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.1.f,Science,IM,2.62,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.2.a,Critical Thinking,IM,3.50,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.2.b,Active Learning,IM,2.75,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.2.c,Learning Strategies,IM,2.62,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.A.2.d,Monitoring,IM,3.25,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.1.a,Social Perceptiveness,IM,2.88,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.1.b,Coordination,IM,3.00,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.1.c,Persuasion,IM,2.62,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.1.d,Negotiation,IM,2.38,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.1.e,Instructing,IM,2.62,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.1.f,Service Orientation,IM,2.50,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.2.i,Complex Problem Solving,IM,3.12,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.a,Operations Analysis,IM,1.50,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.b,Technology Design,IM,2.00,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.c,Equipment Selection,IM,2.25,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.d,Installation,IM,1.00,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.e,Programming,IM,1.62,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.g,Operations Monitoring,IM,3.00,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.h,Operation and Control,IM,2.75,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.j,Equipment Maintenance,IM,1.88,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.k,Troubleshooting,IM,2.12,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.l,Repairing,IM,2.00,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.3.m,Quality Control Analysis,IM,2.25,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.4.e,Judgment and Decision Making,IM,3.12,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.4.g,Systems Analysis,IM,2.62,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.4.h,Systems Evaluation,IM,2.50,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.5.a,Time Management,IM,3.25,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.5.b,Management of Financial Resources,IM,1.75,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.5.c,Management of Material Resources,IM,2.12,"Geological Technicians, Except Hydrologic Technicians"
19-4043.00,2.B.5.d,Management of Personnel Resources,IM,2.50,"Geological Technicians, Except Hydrologic Technicians"
19-4051.00,2.A.1.a,Reading Comprehension,IM,3.62,Nuclear Technicians
19-4051.00,2.A.1.b,Active Listening,IM,3.62,Nuclear Technicians
19-4051.00,2.A.1.c,Writing,IM,3.25,Nuclear Technicians
19-4051.00,2.A.1.d,Speaking,IM,3.25,Nuclear Technicians
19-4051.00,2.A.1.e,Mathematics,IM,2.75,Nuclear Technicians
19-4051.00,2.A.1.f,Science,IM,2.75,Nuclear Technicians
19-4051.00,2.A.2.a,Critical Thinking,IM,3.62,Nuclear Technicians
19-4051.00,2.A.2.b,Active Learning,IM,3.38,Nuclear Technicians
19-4051.00,2.A.2.c,Learning Strategies,IM,2.88,Nuclear Technicians
19-4051.00,2.A.2.d,Monitoring,IM,3.75,Nuclear Technicians
19-4051.00,2.B.1.a,Social Perceptiveness,IM,3.00,Nuclear Technicians
19-4051.00,2.B.1.b,Coordination,IM,3.12,Nuclear Technicians
19-4051.00,2.B.1.c,Persuasion,IM,2.88,Nuclear Technicians
19-4051.00,2.B.1.d,Negotiation,IM,2.62,Nuclear Technicians
19-4051.00,2.B.1.e,Instructing,IM,3.00,Nuclear Technicians
19-4051.00,2.B.1.f,Service Orientation,IM,2.75,Nuclear Technicians
19-4051.00,2.B.2.i,Complex Problem Solving,IM,3.25,Nuclear Technicians
